DESC_APRESENTACAO;DIAS;UND;UF
764;B;2022-08-04;1200.0;MA
765;B;2022-09-05;90.0;RN
766;B;2022-09-05;130.0;AM
767;B;2022-09-08;20.0;PI
768;B;2022-09-02;50.0;RS
769;B;2022-08-19;50.0;PR
770;B;2022-08-01;20.0;RS
771;B;2022-09-23;230.0;PB
772;B;2022-08-18;50.0;PB
773;B;2022-08-09;310.0;PB
774;B;2022-09-22;360.0;SE
775;B;2022-09-21;-10.0;AC
776;B;2022-09-17;40.0;RN
777;B;2022-09-16;120.0;BA
778;B;2022-09-09;1810.0;PA
779;B;2022-09-08;170.0;CE
780;B;2022-09-04;10.0;SE
781;B;2022-09-04;260.0;PA
782;B;2022-09-03;20.0;PI
783;B;2022-09-01;230.0;MA
784;B;2022-08-28;-10.0;GO
785;B;2022-08-25;10.0;SP
786;B;2022-08-17;30.0;PE
787;B;2022-08-07;100.0;SE
788;B;2022-08-05;110.0;CE
789;B;2022-08-01;20.0;PI
790;B;2022-09-08;90.0;BA
791;B;2022-08-09;150.0;BA
792;B;2022-09-09;250.0;BA
793;B;2022-08-05;170.0;MG
794;B;2022-11-30;110.0;SC
795;B;2022-11-30;440.0;BA
796;B;2022-11-29;60.0;BA
797;B;2022-11-28;80.0;AL
798;B;2022-11-26;240.0;MA
799;B;2022-11-27;10.0;RS
800;B;2022-11-27;-10.0;PR
801;B;2022-11-25;10.0;PE
802;B;2022-11-24;440.0;PA
803;B;2022-11-22;240.0;PB
804;B;2022-11-21;80.0;AM
805;B;2022-11-17;130.0;MG
806;B;2022-11-18;120.0;MG
807;B;2022-11-19;20.0;AL
808;B;2022-11-14;90.0;MG
809;B;2022-11-08;240.0;RN
810;B;2022-11-09;380.0;CE
811;B;2022-11-09;150.0;MT
812;B;2022-11-09;1560.0;PA
813;B;2022-11-08;290.0;SC
814;B;2022-11-07;200.0;PB
815;B;2022-11-06;10.0;MG
816;B;2022-11-05;-10.0;CE
817;B;2022-11-05;50.0;SE
818;B;2022-11-05;300.0;PA
819;B;2022-11-05;10.0;BA
820;B;2022-11-04;70.0;PE
821;B;2022-11-03;260.0;MG
822;B;2022-11-03;10.0;GO
823;B;2022-11-04;110.0;BA
824;C;2022-07-22;-10.0;RO
825;C;2022-07-19;80.0;MG
826;C;2022-07-23;-10.0;SC
827;C;2022-07-05;240.0;PA
828;C;2022-07-23;-10.0;RS
829;C;2022-07-30;10.0;SE
830;C;2022-07-19;20.0;SE
831;C;2022-07-05;50.0;RN
832;C;2022-07-20;-20.0;SE
833;B;2022-12-30;290.0;MG
834;C;2023-01-12;60.0;SE
835;C;2022-12-26;220.0;SE
836;B;2022-12-26;220.0;SE
837;B;2022-12-27;270.0;SE
838;C;2022-12-19;20.0;PI
839;B;2023-02-19;-20.0;ES
840;B;2023-01-20;110.0;BA
841;B;2023-01-23;140.0;BA
842;C;2023-01-10;60.0;SC
843;C;2023-01-18;150.0;BA
844;C;2023-01-19;430.0;BA
845;C;2023-02-01;250.0;BA
846;B;2023-01-24;0.0;PB
847;B;2022-06-20;-20.0;RR
848;B;2022-04-03;-10.0;PE
849;B;2022-04-27;110.0;SE
850;B;2022-04-20;130.0;MA
851;B;2022-05-01;360.0;PA
852;B;2022-05-09;70.0;AM
853;C;2022-08-08;10.0;SC
854;C;2022-08-31;500.0;BA
855;C;2022-06-20;20.0;PI
856;C;2022-06-13;-10.0;BA
857;C;2022-11-29;60.0;RR
858;C;2022-11-28;30.0;PR
859;C;2022-11-07;40.0;SC
860;C;2022-04-13;100.0;SC
861;C;2022-04-18;110.0;SC
862;B;2022-12-14;180.0;RO
863;B;2022-12-05;90.0;MG
864;C;2022-09-28;30.0;RN
865;C;2022-09-28;260.0;BA
866;C;2022-09-17;-20.0;MT
867;C;2022-09-07;40.0;SC
868;C;2022-09-05;20.0;RN
869;C;2022-09-08;70.0;BA
870;C;2022-05-27;60.0;SC
871;C;2022-10-13;-10.0;SE
872;C;2022-12-09;70.0;AM
873;C;2022-12-01;20.0;SE
874;B;2022-07-07;180.0;MA
875;B;2022-07-04;-10.0;BA
876;B;2022-07-20;550.0;SE
877;B;2022-10-17;40.0;RR
878;B;2022-11-16;10.0;GO
879;B;2022-11-12;40.0;SC
880;B;2022-11-03;1010.0;PA
881;B;2022-08-16;180.0;PR
882;B;2022-08-05;390.0;SE
883;C;2022-07-04;0.0;MG
884;C;2022-07-12;190.0;PA
885;C;2022-07-13;110.0;MA
886;C;2023-01-04;120.0;PI
887;B;2022-04-27;1330.0;PA
888;C;2022-06-06;460.0;PA
889;C;2022-06-07;-30.0;PE
890;C;2022-12-14;60.0;RO
891;C;2022-12-06;220.0;BA
892;B;2022-08-17;10.0;GO
893;B;2022-08-04;20.0;GO
894;A;2022-03-11;5040.0;PA
895;A;2022-03-10;940.0;CE
896;A;2022-03-22;1090.0;SE
897;A;2022-03-15;700.0;SE
898;A;2022-03-14;1490.0;MA
899;A;2022-03-29;320.0;ES
900;A;2022-03-31;330.0;ES
901;A;2022-03-12;170.0;SC
902;A;2022-03-23;560.0;CE
903;A;2022-03-31;2380.0;CE
904;A;2022-03-21;2860.0;PA
905;A;2022-03-23;170.0;PI
906;A;2022-03-28;710.0;PB
907;A;2022-03-17;340.0;RN
908;A;2022-03-15;350.0;RN
909;A;2022-03-18;640.0;SE
910;A;2022-03-19;390.0;MA
911;A;2022-03-28;2620.0;MA
912;A;2022-03-10;3480.0;MA
913;A;2022-03-24;640.0;AM
914;A;2022-03-14;590.0;MG
915;A;2022-03-26;220.0;MG
916;A;2022-03-21;460.0;MG
917;A;2022-03-30;510.0;ES
918;A;2022-03-11;130.0;BA
919;A;2022-03-29;100.0;PI
920;A;2022-03-22;560.0;SC
921;C;2022-12-27;90.0;SE
922;C;2023-01-30;130.0;MA
923;C;2023-01-10;200.0;PI
924;C;2023-02-02;160.0;SC
925;B;2022-04-12;80.0;PR
926;B;2022-11-08;10.0;PE
927;B;2022-11-08;400.0;PB
928;C;2022-11-23;290.0;BA
929;B;2022-10-14;1130.0;PA
930;C;2023-01-25;50.0;MG
931;B;2023-01-12;290.0;SE
932;B;2023-02-22;440.0;SE
933;B;2023-02-10;50.0;MA
934;C;2022-10-28;200.0;PI
935;C;2022-10-18;30.0;PE
936;C;2022-05-12;120.0;PA
937;C;2022-05-20;-10.0;PB
938;C;2022-07-12;10.0;AL
939;C;2022-07-18;20.0;AL
940;C;2022-04-20;0.0;RR
941;B;2022-07-25;560.0;PA
942;B;2022-07-20;410.0;MG
943;B;2022-09-20;1210.0;PA
944;B;2022-09-13;140.0;BA
945;C;2022-08-05;520.0;BA
946;C;2022-09-21;150.0;AP
947;C;2022-09-13;280.0;BA
948;C;2022-03-11;10.0;RS
949;C;2022-03-29;-10.0;SC
950;C;2022-03-15;30.0;SC
951;C;2022-03-18;-70.0;SC
952;C;2022-03-22;10.0;SC
953;C;2022-03-17;-10.0;SC
954;C;2022-03-14;10.0;SC
955;C;2022-03-21;90.0;RN
956;C;2022-03-24;10.0;PE
957;C;2022-03-17;10.0;SE
958;C;2022-03-30;60.0;SE
959;C;2022-03-24;70.0;SE
960;C;2022-03-18;830.0;MA
961;C;2022-03-23;580.0;MA
962;C;2022-03-24;20.0;AL
963;C;2022-03-15;0.0;SE
964;C;2022-03-19;140.0;PA
965;B;2022-03-13;0.0;MG
966;B;2022-03-28;20.0;BA
967;B;2022-03-24;390.0;SC
968;B;2022-03-21;100.0;AL
969;B;2022-03-22;1200.0;PA
970;B;2022-03-28;860.0;PA
971;B;2022-03-31;3680.0;PA
972;B;2022-03-11;60.0;RS
973;B;2022-03-24;160.0;AM
974;B;2022-03-25;120.0;PE
975;B;2022-03-10;140.0;CE
976;B;2022-03-31;1000.0;SE
977;B;2022-03-29;440.0;SE
978;B;2022-03-12;240.0;PA
979;B;2022-03-22;50.0;ES
980;B;2022-03-20;70.0;MA
981;B;2022-03-28;810.0;MA
982;B;2022-03-25;20.0;BA
983;B;2022-03-18;10.0;BA
984;B;2022-03-22;110.0;AM
985;C;2022-03-10;270.0;PA
986;C;2022-03-31;-10.0;SC
987;B;2022-03-29;1690.0;PA
988;B;2022-03-21;200.0;SE
989;B;2022-03-14;160.0;MA
990;C;2022-03-10;20.0;CE
991;C;2022-03-23;-50.0;SE
992;B;2022-03-15;590.0;SE
993;C;2022-03-14;630.0;MA
994;C;2022-03-11;-20.0;PB
995;B;2022-05-05;1850.0;PA
996;A;2022-12-29;1200.0;MA
997;A;2023-02-15;2700.0;PA
998;A;2022-05-09;2630.0;PA
999;A;2022-05-19;3440.0;PA
1000;A;2022-05-13;200.0;MT
1001;A;2022-05-31;3470.0;PA
1002;A;2022-04-21;620.0;MA
1003;A;2022-04-20;1630.0;CE
1004;A;2022-04-26;4450.0;MA
1005;A;2022-09-28;2220.0;MA
1006;A;2022-09-29;660.0;BA
1007;A;2022-09-10;600.0;MA
1008;A;2022-11-30;4770.0;PA
1009;A;2022-08-30;2040.0;MA
1010;A;2022-08-25;3920.0;MA
1011;A;2022-08-03;990.0;BA
1012;A;2022-08-30;2210.0;PA
1013;A;2022-08-12;3370.0;PA
1014;A;2022-12-16;130.0;AP
1015;A;2022-10-25;3300.0;MA
1016;A;2022-10-10;1350.0;MA
1017;A;2022-07-30;1940.0;PA
1018;A;2022-07-18;2200.0;PA
1019;A;2022-07-22;1660.0;CE
1020;A;2022-07-11;5710.0;MA
1021;A;2023-02-23;480.0;AM
1022;A;2023-01-26;950.0;MG
1023;A;2023-01-12;580.0;RO
1024;A;2023-01-31;1150.0;SE
1025;A;2023-02-15;390.0;MT
1026;A;2022-12-29;680.0;CE
1027;A;2023-02-16;830.0;CE
1028;A;2023-02-17;830.0;CE
1029;A;2023-01-17;980.0;CE
1030;A;2023-02-27;1080.0;SE
1031;A;2022-12-26;2100.0;PA
1032;A;2023-02-23;500.0;ES
1033;A;2023-02-13;2480.0;MA
1034;A;2023-01-18;2650.0;MA
1035;A;2023-01-02;1790.0;MA
1036;A;2023-01-11;1930.0;PA
1037;A;2023-01-17;5970.0;PA
1038;A;2023-01-20;2750.0;PA
1039;A;2023-02-27;5940.0;PA
1040;A;2023-02-28;3760.0;PA
1041;A;2023-02-06;640.0;PI
1042;A;2023-01-05;860.0;BA
1043;A;2022-12-16;2650.0;PA
1044;A;2022-12-14;2470.0;MA
1045;A;2022-12-09;1210.0;MA
1046;A;2022-09-28;370.0;AM
1047;A;2022-09-17;400.0;AM
1048;A;2022-09-08;590.0;SC
1049;A;2022-09-19;730.0;CE
1050;A;2022-09-12;710.0;CE
1051;A;2022-09-21;510.0;SE
1052;A;2022-09-20;660.0;MG
1053;A;2022-07-28;130.0;AP
1054;A;2022-07-26;2720.0;PA
1055;A;2022-07-11;10830.0;PA
1056;A;2022-07-07;520.0;PB
1057;A;2022-07-14;950.0;CE
1058;A;2022-07-27;480.0;SE
1059;A;2022-07-13;650.0;SE
1060;A;2022-07-20;1720.0;MA
1061;A;2022-07-15;3100.0;PA
1062;A;2022-07-15;1230.0;MA
1063;A;2022-05-03;160.0;MT
1064;A;2022-05-06;420.0;RO
1065;A;2022-05-27;530.0;RO
1066;A;2022-06-04;980.0;PA
1067;A;2022-05-25;790.0;ES
1068;A;2022-05-31;660.0;CE
1069;A;2022-05-20;540.0;SE
1070;A;2022-06-08;2850.0;MA
1071;A;2022-06-01;1830.0;MA
1072;A;2022-05-12;2790.0;MA
1073;A;2022-11-30;810.0;AM
1074;A;2022-11-28;3370.0;PA
1075;A;2022-11-25;840.0;CE
1076;A;2022-11-23;400.0;GO
1077;A;2022-11-17;3760.0;PA
1078;A;2022-11-09;490.0;MT
1079;A;2022-11-08;650.0;SE
1080;A;2022-11-09;3040.0;PA
1081;A;2022-11-10;2520.0;PA
1082;A;2022-04-13;490.0;RO
1083;A;2022-04-18;3640.0;PA
1084;A;2022-04-25;2910.0;PA
1085;A;2022-04-01;3730.0;PA
1086;A;2022-04-20;3110.0;PA
1087;A;2022-04-14;1990.0;MA
1088;A;2022-04-06;1460.0;MA
1089;A;2022-04-04;1620.0;MA
1090;A;2022-10-27;1490.0;CE
1091;A;2022-10-27;2650.0;PA
1092;A;2022-10-20;450.0;AM
1093;A;2022-10-20;560.0;PB
1094;A;2022-10-12;280.0;AM
1095;A;2022-10-11;180.0;AL
1096;A;2022-10-08;390.0;PI
1097;A;2022-10-05;760.0;MG
1098;A;2022-10-04;2120.0;MA
1099;A;2022-08-30;160.0;AP
1100;A;2022-08-09;550.0;PB
1101;A;2022-08-16;450.0;RO
1102;A;2022-08-23;180.0;MT
1103;A;2022-08-17;960.0;SE
1104;A;2022-08-08;760.0;SE
1105;A;2022-08-17;3660.0;MA
1106;A;2022-08-10;2660.0;MA
1107;A;2022-08-18;320.0;AM
1108;A;2022-06-20;3780.0;PA
1109;A;2022-06-10;500.0;SE
1110;A;2022-06-17;880.0;BA
1111;A;2022-06-30;3150.0;MA
1112;A;2023-02-23;290.0;MT
1113;A;2022-12-28;1110.0;MA
1114;A;2022-12-28;2340.0;PA
1115;A;2023-02-28;3840.0;MA
1116;A;2023-01-25;2670.0;PA
1117;A;2023-01-23;3680.0;PA
1118;A;2023-01-31;3210.0;PA
1119;A;2023-02-25;780.0;PA
1120;A;2023-02-13;3000.0;PA
1121;A;2023-02-01;600.0;PI
1122;A;2022-12-30;940.0;BA
1123;A;2022-12-12;1660.0;MA
1124;A;2022-12-10;910.0;PA
1125;A;2022-12-09;3260.0;PA
1126;A;2022-12-07;3080.0;PA
1127;A;2022-09-27;2720.0;CE
1128;A;2022-09-21;440.0;GO
1129;A;2022-09-13;3170.0;PA
1130;A;2022-06-02;2160.0;PA
1131;A;2022-05-16;2780.0;PA
1132;A;2022-05-20;510.0;MG
1133;A;2022-05-10;730.0;SC
1134;A;2022-05-04;2180.0;MA
1135;A;2022-07-23;2890.0;PA
1136;A;2022-07-27;2910.0;PA
1137;A;2022-07-11;720.0;CE
1138;A;2022-11-26;1870.0;PA
1139;A;2022-11-03;2490.0;PA
1140;A;2022-04-11;3470.0;PA
1141;A;2022-10-28;1740.0;BA
1142;A;2022-10-25;4050.0;PA
1143;A;2022-10-07;8480.0;PA
1144;A;2022-10-04;3780.0;PA
1145;A;2022-08-11;570.0;GO
1146;A;2022-08-23;2850.0;PA
1147;A;2022-08-24;2830.0;PA
1148;A;2022-08-08;1850.0;PA
1149;A;2022-06-14;4010.0;PA
1150;A;2022-06-27;4830.0;PA
1151;A;2022-06-23;4000.0;MA
1152;A;2022-06-30;1010.0;AM
1153;A;2023-01-02;550.0;RN
1154;A;2022-12-21;990.0;CE
1155;A;2023-02-03;1000.0;CE
1156;A;2023-02-24;1390.0;CE
1157;A;2023-02-28;490.0;RS
1158;A;2023-01-12;740.0;PI
1159;A;2023-01-24;2470.0;PA
1160;A;2023-02-01;2500.0;PA
1161;A;2023-02-06;3410.0;PA
1162;A;2023-02-02;820.0;PI
1163;A;2023-02-07;1130.0;PI
1164;A;2023-02-15;490.0;TO
1165;A;2022-12-14;770.0;PI
1166;A;2022-12-07;760.0;CE
1167;A;2022-09-28;3320.0;PA
1168;A;2022-09-02;2660.0;PA
1169;A;2022-09-23;2080.0;MA
1170;A;2022-05-27;12820.0;PA
1171;A;2022-07-16;1190.0;PA
1172;A;2022-07-14;5930.0;PA
1173;A;2022-07-29;4430.0;MA
1174;A;2022-07-08;4160.0;MA
1175;A;2022-11-25;1000.0;PI
1176;A;2022-11-23;1060.0;CE
1177;A;2022-11-23;3750.0;PA
1178;A;2022-11-17;810.0;PI
1179;A;2022-11-10;2560.0;MA
1180;A;2022-11-01;3450.0;PA
1181;A;2022-04-19;4460.0;PA
1182;A;2022-04-13;440.0;MT
1183;A;2022-04-12;570.0;PE
1184;A;2022-10-31;780.0;PI
1185;A;2022-10-26;3980.0;PA
1186;A;2022-10-21;3430.0;PA
1187;A;2022-08-25;4110.0;PA
1188;A;2022-08-26;3080.0;PA
1189;A;2022-08-31;3360.0;PA
1190;A;2022-08-16;5500.0;PA
1191;A;2022-06-10;5810.0;PA
1192;A;2022-06-29;4300.0;PA
1193;A;2022-06-30;2170.0;PA
1194;A;2023-01-16;5630.0;PA
1195;A;2022-12-31;140.0;AM
1196;A;2022-12-27;460.0;AM
1197;A;2023-01-03;450.0;AM
1198;A;2023-01-18;480.0;AM
1199;A;2023-01-27;290.0;AM
1200;A;2023-01-26;490.0;AM
1201;A;2023-02-01;410.0;RN
1202;A;2023-01-28;500.0;AM
1203;A;2023-02-07;710.0;AM
1204;A;2023-02-28;850.0;AM
1205;A;2023-02-14;460.0;AM
1206;A;2023-02-16;490.0;AM
1207;A;2023-02-12;190.0;AM
1208;A;2022-12-27;390.0;RO
1209;A;2023-02-10;630.0;MG
1210;A;2023-02-22;410.0;MG
1211;A;2023-02-02;630.0;MG
1212;A;2023-02-27;870.0;MG
1213;A;2023-02-14;590.0;MG
1214;A;2023-01-24;810.0;MG
1215;A;2023-01-25;520.0;SE
1216;A;2023-01-04;830.0;SE
1217;A;2023-01-18;580.0;SE
1218;A;2023-01-03;730.0;SE
1219;A;2023-01-05;560.0;SE
1220;A;2023-01-09;670.0;SE
1221;A;2023-01-11;630.0;SE
1222;A;2023-01-23;710.0;SE
1223;A;2023-02-27;740.0;MT
1224;A;2023-02-09;150.0;MT
1225;A;2023-01-26;290.0;MT
1226;A;2022-12-23;520.0;CE
1227;A;2022-12-26;750.0;CE
1228;A;2022-12-27;720.0;CE
1229;A;2022-12-28;620.0;CE
1230;A;2022-12-20;1100.0;CE
1231;A;2022-12-30;550.0;CE
1232;A;2023-02-28;1380.0;CE
1233;A;2023-02-23;770.0;CE
1234;A;2022-12-23;650.0;SE
1235;A;2022-12-30;330.0;SE
1236;A;2022-12-21;680.0;SE
1237;A;2023-01-25;920.0;CE
1238;A;2023-01-18;1330.0;CE
1239;A;2023-02-08;430.0;CE
1240;A;2023-02-14;1250.0;CE
1241;A;2023-02-01;740.0;SE
1242;A;2023-02-15;850.0;SE
1243;A;2023-01-04;460.0;CE
1244;A;2023-01-05;450.0;CE
1245;A;2023-02-10;620.0;SE
1246;A;2023-02-08;840.0;SE
1247;A;2023-02-02;830.0;SE
1248;A;2023-02-13;990.0;SE
1249;A;2023-01-26;780.0;CE
1250;A;2023-02-06;1100.0;SE
1251;A;2022-12-21;360.0;PI
1252;A;2023-01-10;580.0;ES
1253;A;2022-12-26;450.0;MA
1254;A;2022-12-27;1790.0;MA
1255;A;2022-12-30;1080.0;MA
1256;A;2022-12-21;2390.0;MA
1257;A;2022-12-19;2190.0;MA
1258;A;2022-12-23;1760.0;MA
1259;A;2023-01-05;720.0;PI
1260;A;2023-01-13;560.0;PI
1261;A;2023-01-27;320.0;PI
1262;A;2022-12-26;230.0;ES
1263;A;2022-12-19;370.0;ES
1264;A;2023-02-07;500.0;ES
1265;A;2023-02-01;350.0;ES
1266;A;2022-12-29;5180.0;PA
1267;A;2022-12-20;2560.0;PA
1268;A;2023-02-14;570.0;ES
1269;A;2022-12-21;2130.0;PA
1270;A;2022-12-22;1670.0;PA
1271;A;2022-12-23;1770.0;PA
1272;A;2022-12-17;960.0;PA
1273;A;2023-02-08;2270.0;MA
1274;A;2023-02-07;2910.0;MA
1275;A;2023-01-04;2410.0;MA
1276;A;2023-01-31;1540.0;MA
1277;A;2023-01-12;4300.0;MA
1278;A;2023-02-15;2010.0;MA
1279;A;2023-01-07;450.0;MA
1280;A;2023-01-06;1600.0;MA
1281;A;2023-01-24;840.0;MA
1282;A;2023-01-17;3460.0;MA
1283;A;2023-02-27;1080.0;MA
1284;A;2023-01-26;1830.0;MA
1285;A;2023-02-23;2330.0;MA
1286;A;2023-01-27;1250.0;MA
1287;A;2023-01-23;5600.0;MA
1288;A;2023-01-19;2310.0;MA
1289;A;2023-01-13;3350.0;PA
1290;A;2023-01-14;3370.0;PA
1291;A;2023-01-30;3100.0;PA
1292;A;2023-01-26;2210.0;PA
1293;A;2023-01-06;3080.0;PA
1294;A;2023-01-04;2710.0;PA
1295;A;2023-02-03;3340.0;PA
1296;A;2023-02-08;2910.0;PA
1297;A;2023-02-23;2750.0;PA
1298;A;2023-02-22;3270.0;PA
1299;A;2023-02-07;3910.0;PA
1300;A;2023-02-02;2080.0;PA
1301;A;2023-02-17;290.0;PR
1302;A;2023-02-16;3420.0;PA
1303;A;2023-02-17;4510.0;PA
1304;A;2023-02-28;720.0;SC
1305;A;2023-02-26;510.0;PA
1306;A;2023-02-22;580.0;PI
1307;A;2023-02-10;600.0;PI
1308;A;2023-02-03;690.0;PI
1309;A;2023-02-13;370.0;PI
1310;A;2022-12-20;670.0;SC
1311;A;2022-12-28;310.0;SC
1312;A;2022-12-21;720.0;SC
1313;A;2023-01-26;400.0;SC
1314;A;2023-01-06;250.0;PR
1315;A;2023-01-24;50.0;TO
1316;A;2023-01-27;60.0;TO
1317;A;2023-01-05;120.0;TO
1318;A;2023-01-12;420.0;TO
1319;A;2023-02-03;90.0;TO
1320;A;2023-01-10;240.0;AL
1321;A;2023-02-22;1560.0;BA
1322;A;2023-02-08;1320.0;BA
1323;A;2023-02-01;1550.0;BA
1324;A;2023-02-02;580.0;BA
1325;A;2022-12-23;530.0;BA
1326;A;2022-12-29;750.0;BA
1327;A;2022-12-26;1150.0;BA
1328;A;2023-01-25;1420.0;BA
1329;A;2023-01-06;1590.0;BA
1330;A;2023-01-03;350.0;BA
1331;A;2023-01-19;1100.0;BA
1332;A;2023-01-09;1270.0;BA
1333;A;2023-01-10;490.0;PB
1334;A;2023-01-11;550.0;PB
1335;A;2023-01-27;710.0;PB
1336;A;2023-02-07;1010.0;PB
1337;A;2023-02-02;440.0;PB
1338;A;2023-02-08;250.0;PB
1339;A;2023-02-15;570.0;PB
1340;A;2023-01-19;190.0;AP
1341;A;2023-01-16;250.0;AP
1342;A;2022-04-28;570.0;MG
1343;A;2022-04-14;460.0;PB
1344;A;2022-04-07;600.0;RO
1345;A;2022-04-14;3330.0;PA
1346;A;2022-04-30;1790.0;PA
1347;A;2022-04-27;510.0;MT
1348;A;2022-04-04;270.0;MT
1349;A;2022-04-12;380.0;MT
1350;A;2022-04-20;590.0;MT
1351;A;2022-04-14;230.0;MT
1352;A;2022-04-28;3010.0;PA
1353;A;2022-04-05;3990.0;PA
1354;A;2022-04-02;490.0;MA
1355;A;2022-04-09;1130.0;PA
1356;A;2022-04-02;940.0;PA
1357;A;2022-04-12;3400.0;PA
1358;A;2022-04-01;580.0;PB
1359;A;2022-04-28;490.0;PB
1360;A;2022-04-05;660.0;MG
1361;A;2022-04-26;590.0;RN
1362;A;2022-04-19;660.0;ES
1363;A;2022-04-20;420.0;ES
1364;A;2022-04-19;270.0;PR
1365;A;2022-04-05;330.0;ES
1366;A;2022-04-30;160.0;SE
1367;A;2022-04-13;2510.0;MA
1368;A;2022-04-12;650.0;CE
1369;A;2022-04-13;670.0;CE
1370;A;2022-04-14;550.0;CE
1371;A;2022-04-29;1580.0;CE
1372;A;2022-04-22;1080.0;CE
1373;A;2022-04-27;580.0;CE
1374;A;2022-04-28;1070.0;CE
1375;A;2022-04-25;440.0;CE
1376;A;2022-04-11;360.0;CE
1377;A;2022-04-28;590.0;SE
1378;A;2022-04-04;750.0;SE
1379;A;2022-04-01;410.0;SE
1380;A;2022-04-22;560.0;SE
1381;A;2022-04-07;590.0;SE
1382;A;2022-04-25;560.0;SE
1383;A;2022-04-26;570.0;SE
1384;A;2022-04-29;2010.0;MA
1385;A;2022-04-28;2650.0;MA
1386;A;2022-04-05;1580.0;MA
1387;A;2022-04-27;3800.0;MA
1388;A;2022-04-25;1780.0;MA
1389;A;2022-04-22;2420.0;MA
1390;A;2022-04-19;2440.0;MA
1391;A;2022-04-29;3240.0;PA
1392;A;2022-04-22;250.0;TO
1393;A;2022-04-13;170.0;TO
1394;A;2022-04-07;70.0;TO
1395;A;2022-04-09;610.0;AM
1396;A;2022-04-29;980.0;AM
1397;A;2022-05-04;500.0;AM
1398;A;2022-05-23;320.0;AM
1399;A;2022-05-23;490.0;MG
1400;A;2022-06-07;2640.0;PA
1401;A;2022-05-12;100.0;AP
1402;A;2022-05-23;90.0;RR
1403;A;2022-05-02;480.0;RO
1404;A;2022-05-25;240.0;RO
1405;A;2022-05-05;3010.0;PA
1406;A;2022-05-10;3540.0;PA
1407;A;2022-05-31;680.0;MT
1408;A;2022-05-04;580.0;MT
1409;A;2022-05-10;280.0;MT
1410;A;2022-05-14;1030.0;PA
1411;A;2022-05-03;750.0;RO
1412;A;2022-05-16;550.0;RO
1413;A;2022-05-11;400.0;MT
1414;A;2022-05-15;60.0;MT
1415;A;2022-05-27;430.0;MT
1416;A;2022-05-23;1270.0;PA
1417;A;2022-06-02;370.0;PB
1418;A;2022-05-18;630.0;PB
1419;A;2022-06-08;420.0;MG
1420;A;2022-06-06;470.0;MG
1421;A;2022-05-25;660.0;MG
1422;A;2022-05-27;280.0;MG
1423;A;2022-05-04;640.0;MG
1424;A;2022-06-03;710.0;RN
1425;A;2022-05-31;180.0;RN
1426;A;2022-05-27;300.0;RN
1427;A;2022-05-13;460.0;RN
1428;A;2022-05-09;360.0;RN
1429;A;2022-05-18;500.0;SC
1430;A;2022-05-30;500.0;SC
1431;A;2022-05-19;530.0;AM
1432;A;2022-05-09;290.0;ES
1433;A;2022-06-03;540.0;AM
1434;A;2022-05-16;460.0;ES
1435;A;2022-06-07;950.0;PB
1436;A;2022-05-10;580.0;PB
1437;A;2022-05-10;740.0;SE
1438;A;2022-06-07;1830.0;MA
1439;A;2022-06-09;390.0;MA
1440;A;2022-05-19;170.0;PI
1441;A;2022-05-06;230.0;PI
1442;A;2022-05-31;3020.0;MA
1443;A;2022-05-05;2080.0;MA
1444;A;2022-05-06;1810.0;MA
1445;A;2022-05-03;2310.0;MA
1446;A;2022-05-27;700.0;CE
1447;A;2022-05-06;540.0;CE
1448;A;2022-05-17;650.0;CE
1449;A;2022-05-03;460.0;CE
1450;A;2022-05-24;750.0;CE
1451;A;2022-05-13;710.0;CE
1452;A;2022-05-19;800.0;CE
1453;A;2022-06-03;760.0;SE
1454;A;2022-05-27;910.0;SE
1455;A;2022-06-06;570.0;SE
1456;A;2022-05-26;400.0;SE
1457;A;2022-06-02;1510.0;MA
1458;A;2022-05-20;2020.0;MA
1459;A;2022-05-16;2270.0;MA
1460;A;2022-05-25;2780.0;MA
1461;A;2022-05-13;3130.0;MA
1462;A;2022-05-18;3420.0;MA
1463;A;2022-05-26;2800.0;MA
1464;A;2022-05-09;1760.0;MA
1465;A;2022-05-17;1880.0;MA
1466;A;2022-05-20;1760.0;PA
1467;A;2022-05-18;290.0;TO
1468;A;2022-05-28;440.0;AM
1469;A;2022-07-30;70.0;GO
1470;A;2022-07-25;320.0;AM
1471;A;2022-07-14;50.0;RR
1472;A;2022-07-15;150.0;AL
1473;A;2022-07-23;170.0;RO
1474;A;2022-07-19;350.0;RO
1475;A;2022-07-11;410.0;RO
1476;A;2022-07-05;270.0;RO
1477;A;2022-07-19;5300.0;PA
1478;A;2022-07-15;340.0;MT
1479;A;2022-07-11;270.0;MT
1480;A;2022-07-17;410.0;PA
1481;A;2022-07-06;2400.0;MA
1482;A;2022-07-08;2070.0;PA
1483;A;2022-07-28;280.0;MT
1484;A;2022-07-27;540.0;PB
1485;A;2022-07-14;420.0;PB
1486;A;2022-07-04;330.0;PB
1487;A;2022-07-13;530.0;RN
1488;A;2022-07-07;380.0;RN
1489;A;2022-07-11;570.0;SC
1490;A;2022-07-07;550.0;SC
1491;A;2022-07-13;430.0;ES
1492;A;2022-07-13;3470.0;MA
1493;A;2022-07-01;1650.0;MA
1494;A;2022-07-05;900.0;CE
1495;A;2022-07-05;2460.0;MA
1496;A;2022-07-29;660.0;CE
1497;A;2022-07-26;1000.0;CE
